u	species	component_id	score
GCF_000007785.1_ASM778v1|WP_002385329.1	Enterococcus faecalis	105	0.000000
GCF_000172575.2_ASM17257v2|WP_002385329.1	Enterococcus faecalis	105	0.000000
GCF_000011065.1_ASM1106v1|WP_008760413.1	Bacteroides thetaiotaomicron	105	0.000000
GCF_014131755.1_ASM1413175v1|WP_008760413.1	Bacteroides thetaiotaomicron	105	0.000000
GCF_000007645.1_ASM764v1|WP_002485336.1	Staphylococcus epidermidis	2945	0.000000
GCF_000009005.1_ASM900v1|WP_000514290.1	Staphylococcus aureus	2945	0.000000
GCF_000013425.1_ASM1342v1|YP_499582.1	Staphylococcus aureus	2945	0.000000
GCF_000007645.1_ASM764v1|WP_002485474.1	Staphylococcus epidermidis	685	0.000000
GCF_000009765.2_ASM976v2|WP_010983061.1	Streptomyces avermitilis	685	0.000000
GCF_000009765.2_ASM976v2|WP_010984865.1	Streptomyces avermitilis	685	0.000000
GCF_000007645.1_ASM764v1|WP_002485526.1	Staphylococcus epidermidis	108	0.000000
GCF_000009685.1_ASM968v1|WP_003449375.1	Clostridium perfringens	108	0.000000
GCF_016027375.1_ASM1602737v1|WP_110034744.1	Clostridium perfringens	108	0.000000
GCF_000017025.1_ASM1702v1|WP_012048196.1	Clostridium botulinum	108	0.000000
GCF_000063585.1_ASM6358v1|WP_012048196.1	Clostridium botulinum	108	0.000000
GCF_000007645.1_ASM764v1|WP_002485540.1	Staphylococcus epidermidis	339	0.000000
GCF_000016645.1_ASM1664v1|WP_012024595.1	Flavobacterium johnsoniae	339	0.000000
GCF_030388325.1_ASM3038832v1|WP_289876619.1	Flavobacterium johnsoniae	339	0.000000
GCF_001552035.1_ASM155203v1|WP_001152946.1	Streptococcus agalactiae	2043	0.000000
GCF_000012345.1_ASM1234v1|WP_011282082.1	Pelagibacter ubique	2043	0.000000
GCF_000007645.1_ASM764v1|WP_002485611.1	Staphylococcus epidermidis	1763	0.000000
GCF_000007785.1_ASM778v1|WP_002388933.1	Enterococcus faecalis	1763	0.000000
GCF_000172575.2_ASM17257v2|WP_002388933.1	Enterococcus faecalis	1763	0.000000
GCF_000007645.1_ASM764v1|WP_002485679.1	Staphylococcus epidermidis	217	0.000000
GCF_000018445.1_ASM1844v1|WP_000624541.1	Acinetobacter baumannii	217	0.000000
GCF_009035845.1_ASM903584v1|WP_000624547.1	Acinetobacter baumannii	217	0.000000
GCF_000009885.1_ASM988v1|WP_004212827.1	Klebsiella pneumoniae	217	0.000000
GCF_000007645.1_ASM764v1|WP_002494685.1	Staphylococcus epidermidis	1764	0.000000
GCF_000007785.1_ASM778v1|WP_002387505.1	Enterococcus faecalis	1764	0.000000
GCF_000172575.2_ASM17257v2|WP_002356179.1	Enterococcus faecalis	1764	0.000000
GCF_000007645.1_ASM764v1|WP_010959142.1	Staphylococcus epidermidis	330	0.000000
GCF_000007825.1_ASM782v1|WP_096001716.1	Bacillus cereus	330	0.000000
GCF_006094295.1_ASM609429v1|WP_096001716.1	Bacillus cereus	330	0.000000
GCF_000009005.1_ASM900v1|WP_000432064.1	Staphylococcus aureus	1129	0.000000
GCF_001552035.1_ASM155203v1|WP_001114295.1	Streptococcus agalactiae	1129	0.000000
GCF_900475035.1_41965_F01|WP_012561005.1	Streptococcus pyogenes	614	0.000000
GCF_001457635.1_NCTC7465|WP_001229115.1	Streptococcus pneumoniae	614	0.000000
GCF_900475035.1_41965_F01|WP_111679830.1	Streptococcus pyogenes	614	0.000000
GCF_000007645.1_ASM764v1|WP_077431442.1	Staphylococcus epidermidis	2946	0.000000
GCF_000008485.1_ASM848v1|WP_010948274.1	Legionella pneumophila	2946	0.000000
GCF_001941585.1_ASM194158v1|WP_010948274.1	Legionella pneumophila	2946	0.000000
GCF_006094375.1_ASM609437v1|WP_001833056.1	Staphylococcus epidermidis	512	0.000000
GCF_000009005.1_ASM900v1|WP_001288202.1	Staphylococcus aureus	512	0.000000
GCF_000013425.1_ASM1342v1|YP_499070.1	Staphylococcus aureus	512	0.000000
GCF_000009045.1_ASM904v1|NP_391270.1	Bacillus subtilis	25	0.000000
GCF_000186745.1_ASM18674v1|WP_003228333.1	Bacillus subtilis	25	0.000000
GCF_000022625.1_ASM2262v1|WP_002964645.1	Brucella melitensis	2024	0.000000
GCF_000517605.1_ASM51760v1|WP_025395466.1	Rhizobium leguminosarum	2024	0.000000
GCF_000008745.1_ASM874v1|WP_010883141.1	Chlamydia pneumoniae	15	0.000000
GCF_000007685.1_ASM768v1|WP_000042798.1	Leptospira interrogans	516	0.000000
GCF_000009765.2_ASM976v2|WP_010985343.1	Streptomyces avermitilis	516	0.000000
GCF_000010225.1_ASM1022v1|WP_003858302.1	Corynebacterium glutamicum	516	0.000000
GCF_000011325.1_ASM1132v1|WP_003858302.1	Corynebacterium glutamicum	516	0.000000
GCF_000009805.1_ASM980v1|WP_011207161.1	Nocardia farcinica	516	0.000000
GCF_001182745.1_NCTC11134|WP_060593607.1	Nocardia farcinica	516	0.000000
GCF_000014565.1_ASM1456v1|WP_009477999.1	Rhodococcus jostii	516	0.000000
GCF_000008585.1_ASM858v1|WP_042507490.1	Mycobacterium tuberculosis	516	0.000000
GCF_000195955.2_ASM19595v2|NP_215376.3	Mycobacterium tuberculosis	516	0.000000
GCF_000008345.1_ASM834v1|WP_041444081.1	Cutibacterium acnes	516	0.000000
GCF_006739385.1_ASM673938v1|WP_002518778.1	Cutibacterium acnes	516	0.000000
GCF_000007685.1_ASM768v1|WP_000047473.1	Leptospira interrogans	123	0.000000
GCF_022869645.1_ASM2286964v1|WP_002246776.1	Neisseria meningitidis	123	0.000000
GCF_000010065.1_ASM1006v1|WP_011243319.1	Synechococcus elongatus	123	0.000000
GCF_022984195.1_ASM2298419v1|WP_011243319.1	Synechococcus elongatus	123	0.000000
GCF_000009085.1_ASM908v1|YP_002344092.1	Campylobacter jejuni	123	0.000000
GCF_000011865.1_ASM1186v1|WP_002855252.1	Campylobacter jejuni	123	0.000000
GCF_000007685.1_ASM768v1|WP_000048017.1	Leptospira interrogans	440	0.000000
GCF_000008485.1_ASM848v1|WP_010948058.1	Legionella pneumophila	440	0.000000
GCF_001941585.1_ASM194158v1|WP_010948058.1	Legionella pneumophila	440	0.000000
GCF_000007685.1_ASM768v1|WP_000049027.1	Leptospira interrogans	4115	0.000000
GCF_030388325.1_ASM3038832v1|WP_289877306.1	Flavobacterium johnsoniae	4115	0.000000
GCF_000010505.1_ASM1050v1|WP_004584032.1	Porphyromonas gingivalis	246	0.000000
GCF_000017025.1_ASM1702v1|WP_011947992.1	Clostridium botulinum	12	0.000000
GCF_000063585.1_ASM6358v1|WP_011947992.1	Clostridium botulinum	12	0.000000
GCF_000010505.1_ASM1050v1|WP_012458565.1	Porphyromonas gingivalis	12	0.000000
GCF_001552035.1_ASM155203v1|WP_024051850.1	Streptococcus agalactiae	12	0.000000
GCF_000517605.1_ASM51760v1|WP_025396533.1	Rhizobium leguminosarum	42	0.000000
GCF_000021345.1_ASM2134v1|WP_012559416.1	Rhizobium leguminosarum	42	0.000000
GCF_000007685.1_ASM768v1|WP_000070167.1	Leptospira interrogans	2947	0.000000
GCF_000021045.1_ASM2104v1|WP_012701707.1	Azotobacter vinelandii	2947	0.000000
GCF_000380335.1_ASM38033v1|WP_012701707.1	Azotobacter vinelandii	2947	0.000000
GCF_000007685.1_ASM768v1|WP_000086547.1	Leptospira interrogans	2948	0.000000
GCF_000017025.1_ASM1702v1|WP_003357306.1	Clostridium botulinum	2948	0.000000
GCF_000063585.1_ASM6358v1|WP_003357306.1	Clostridium botulinum	2948	0.000000
GCF_000009765.2_ASM976v2|WP_010983466.1	Streptomyces avermitilis	64	0.000000
GCF_000412675.1_ASM41267v1|WP_016497746.1	Pseudomonas putida	64	0.000000
GCF_000220625.1_ASM22062v1|WP_013996578.1	Capnocytophaga canimorsus	10	0.000000
GCF_002302565.1_ASM230256v1|WP_013996578.1	Capnocytophaga canimorsus	10	0.000000
GCF_000010505.1_ASM1050v1|WP_004583575.1	Porphyromonas gingivalis	10	0.000000
GCF_000007685.1_ASM768v1|WP_000091728.1	Leptospira interrogans	26	0.000000
GCF_000017025.1_ASM1702v1|WP_011947977.1	Clostridium botulinum	26	0.000000
GCF_000063585.1_ASM6358v1|WP_011947977.1	Clostridium botulinum	26	0.000000
GCF_000007685.1_ASM768v1|WP_000091770.1	Leptospira interrogans	1765	0.000000
GCF_000008785.1_ASM878v1|WP_000261520.1	Helicobacter pylori	1765	0.000000
GCF_025998455.1_ASM2599845v1|WP_120857182.1	Helicobacter pylori	1765	0.000000
GCF_000009085.1_ASM908v1|YP_002344117.1	Campylobacter jejuni	1765	0.000000
GCF_000011865.1_ASM1186v1|WP_002867631.1	Campylobacter jejuni	1765	0.000000
GCF_000016645.1_ASM1664v1|WP_012026983.1	Flavobacterium johnsoniae	813	0.000000
GCF_030388325.1_ASM3038832v1|WP_289878324.1	Flavobacterium johnsoniae	813	0.000000
GCF_000010505.1_ASM1050v1|WP_012458428.1	Porphyromonas gingivalis	813	0.000000
GCF_000011065.1_ASM1106v1|WP_008760933.1	Bacteroides thetaiotaomicron	813	0.000000
GCF_014131755.1_ASM1413175v1|WP_008760933.1	Bacteroides thetaiotaomicron	813	0.000000
GCF_000007685.1_ASM768v1|WP_000111455.1	Leptospira interrogans	19	0.000000
GCF_000017025.1_ASM1702v1|WP_003357557.1	Clostridium botulinum	19	0.000000
GCF_000063585.1_ASM6358v1|WP_003357557.1	Clostridium botulinum	19	0.000000
GCF_000007685.1_ASM768v1|WP_000111480.1	Leptospira interrogans	45	0.000000
GCF_000007685.1_ASM768v1|WP_000115710.1	Leptospira interrogans	2949	0.000000
GCF_000018445.1_ASM1844v1|WP_000699342.1	Acinetobacter baumannii	2949	0.000000
GCF_009035845.1_ASM903584v1|WP_000699342.1	Acinetobacter baumannii	2949	0.000000
GCF_000007685.1_ASM768v1|WP_000116258.1	Leptospira interrogans	636	0.000000
GCF_000010065.1_ASM1006v1|WP_011242459.1	Synechococcus elongatus	636	0.000000
GCF_022984195.1_ASM2298419v1|WP_011378025.1	Synechococcus elongatus	636	0.000000
GCF_000007685.1_ASM768v1|WP_000124499.1	Leptospira interrogans	4	0.000000
GCF_000007685.1_ASM768v1|WP_000136057.1	Leptospira interrogans	157	0.000000
GCF_000007685.1_ASM768v1|WP_000141537.1	Leptospira interrogans	2057	0.000000
GCF_000498655.1_ASM49865v1|WP_012954796.1	Zymomonas mobilis	2057	0.000000
GCF_000016645.1_ASM1664v1|WP_044048033.1	Flavobacterium johnsoniae	2057	0.000000
GCF_000240185.1_ASM24018v2|YP_005220918.1	Klebsiella pneumoniae	2057	0.000000
GCF_000007685.1_ASM768v1|WP_000146552.1	Leptospira interrogans	239	0.000000
GCF_000007825.1_ASM782v1|WP_000917311.1	Bacillus cereus	239	0.000000
GCF_006094295.1_ASM609429v1|WP_000917311.1	Bacillus cereus	239	0.000000
GCF_000007845.1_ASM784v1|WP_000917306.1	Bacillus anthracis	239	0.000000
GCF_000008445.1_ASM844v1|WP_000917306.1	Bacillus anthracis	239	0.000000
GCF_000011065.1_ASM1106v1|WP_011107884.1	Bacteroides thetaiotaomicron	40	0.000000
GCF_014131755.1_ASM1413175v1|WP_011107884.1	Bacteroides thetaiotaomicron	40	0.000000
GCF_000010065.1_ASM1006v1|WP_011243580.1	Synechococcus elongatus	138	0.000000
GCF_022984195.1_ASM2298419v1|WP_011243580.1	Synechococcus elongatus	138	0.000000
GCF_000008725.1_ASM872v1|NP_220020.1	Chlamydia trachomatis	138	0.000000
GCF_000012125.1_ASM1212v1|WP_009871869.1	Chlamydia trachomatis	138	0.000000
GCF_000007685.1_ASM768v1|WP_000199612.1	Leptospira interrogans	1311	0.000000
GCF_000240185.1_ASM24018v2|YP_005220915.1	Klebsiella pneumoniae	1311	0.000000
GCF_000498655.1_ASM49865v1|WP_012954793.1	Zymomonas mobilis	1311	0.000000
GCF_000016645.1_ASM1664v1|WP_012026366.1	Flavobacterium johnsoniae	1311	0.000000
GCF_000008805.1_ASM880v1|WP_002225404.1	Neisseria meningitidis	1311	0.000000
GCF_022869645.1_ASM2286964v1|WP_002229281.1	Neisseria meningitidis	1311	0.000000
GCF_000018445.1_ASM1844v1|WP_000105333.1	Acinetobacter baumannii	134	0.000000
GCF_009035845.1_ASM903584v1|WP_000105337.1	Acinetobacter baumannii	134	0.000000
GCF_000009885.1_ASM988v1|WP_004178260.1	Klebsiella pneumoniae	134	0.000000
GCF_000240185.1_ASM24018v2|YP_005224533.1	Klebsiella pneumoniae	134	0.000000
GCF_000007685.1_ASM768v1|WP_000274334.1	Leptospira interrogans	33	0.000000
GCF_000008605.1_ASM860v1|WP_010881689.1	Treponema pallidum	33	0.000000
GCF_000410535.2_ASM41053v2|WP_010881689.1	Treponema pallidum	33	0.000000
GCF_022984195.1_ASM2298419v1|WP_247223781.1	Synechococcus elongatus	33	0.000000
GCF_000017025.1_ASM1702v1|WP_012048357.1	Clostridium botulinum	33	0.000000
GCF_000063585.1_ASM6358v1|WP_012048357.1	Clostridium botulinum	33	0.000000
GCF_008369605.1_ASM836960v1|WP_149560201.1	Vibrio cholerae	1495	0.000000
GCF_000014625.1_ASM1462v1|WP_003082680.1	Pseudomonas aeruginosa	1495	0.000000
GCF_000021045.1_ASM2104v1|WP_012703072.1	Azotobacter vinelandii	775	0.000000
GCF_000380335.1_ASM38033v1|WP_012703072.1	Azotobacter vinelandii	775	0.000000
GCF_000007685.1_ASM768v1|WP_000364422.1	Leptospira interrogans	641	0.000000
GCF_000016645.1_ASM1664v1|WP_012025311.1	Flavobacterium johnsoniae	641	0.000000
GCF_030388325.1_ASM3038832v1|WP_289876904.1	Flavobacterium johnsoniae	641	0.000000
GCF_000016645.1_ASM1664v1|WP_012022764.1	Flavobacterium johnsoniae	641	0.000000
GCF_030388325.1_ASM3038832v1|WP_091494507.1	Flavobacterium johnsoniae	641	0.000000
GCF_000007925.1_ASM792v1|WP_011124852.1	Prochlorococcus marinus	641	0.000000
GCF_000007685.1_ASM768v1|WP_000365065.1	Leptospira interrogans	555	0.000000
GCF_000220625.1_ASM22062v1|WP_013997021.1	Capnocytophaga canimorsus	555	0.000000
GCF_002302565.1_ASM230256v1|WP_041998927.1	Capnocytophaga canimorsus	555	0.000000
GCF_000014565.1_ASM1456v1|WP_011594497.1	Rhodococcus jostii	555	0.000000
GCF_000007685.1_ASM768v1|WP_000389996.1	Leptospira interrogans	2950	0.000000
GCF_030388325.1_ASM3038832v1|WP_289877308.1	Flavobacterium johnsoniae	2950	0.000000
GCF_000016645.1_ASM1664v1|WP_012024882.1	Flavobacterium johnsoniae	2950	0.000000
GCF_000007685.1_ASM768v1|WP_000390685.1	Leptospira interrogans	2951	0.000000
GCF_000008485.1_ASM848v1|WP_011216616.1	Legionella pneumophila	2951	0.000000
GCF_001941585.1_ASM194158v1|WP_011216616.1	Legionella pneumophila	2951	0.000000
GCF_000007685.1_ASM768v1|WP_000394249.1	Leptospira interrogans	2058	0.000000
GCF_000220625.1_ASM22062v1|WP_013996302.1	Capnocytophaga canimorsus	2058	0.000000
GCF_002302565.1_ASM230256v1|WP_013996302.1	Capnocytophaga canimorsus	2058	0.000000
GCF_030388325.1_ASM3038832v1|WP_207298407.1	Flavobacterium johnsoniae	2058	0.000000
GCF_000007685.1_ASM768v1|WP_000402219.1	Leptospira interrogans	343	0.000000
GCF_016027375.1_ASM1602737v1|WP_164805219.1	Clostridium perfringens	343	0.000000
GCF_000008485.1_ASM848v1|WP_015444161.1	Legionella pneumophila	343	0.000000
GCF_001941585.1_ASM194158v1|WP_015444161.1	Legionella pneumophila	343	0.000000
GCF_000014565.1_ASM1456v1|WP_011598126.1	Rhodococcus jostii	173	0.071123
GCF_000009765.2_ASM976v2|WP_010986682.1	Streptomyces avermitilis	173	0.066328
GCF_000007685.1_ASM768v1|WP_000403254.1	Leptospira interrogans	2952	0.000000
GCF_000018445.1_ASM1844v1|WP_001288905.1	Acinetobacter baumannii	2952	0.000000
GCF_009035845.1_ASM903584v1|WP_001288898.1	Acinetobacter baumannii	2952	0.000000
GCF_000007685.1_ASM768v1|WP_000405900.1	Leptospira interrogans	1024	0.000000
GCF_000009885.1_ASM988v1|WP_041937789.1	Klebsiella pneumoniae	421	0.000000
GCF_000014565.1_ASM1456v1|WP_011597635.1	Rhodococcus jostii	421	0.000000
GCF_000007685.1_ASM768v1|WP_000412102.1	Leptospira interrogans	147	0.000000
GCF_000009685.1_ASM968v1|WP_003450306.1	Clostridium perfringens	147	0.000000
GCF_016027375.1_ASM1602737v1|WP_003450306.1	Clostridium perfringens	147	0.000000
GCF_000007685.1_ASM768v1|WP_000428541.1	Leptospira interrogans	2059	0.000000
GCF_000203835.1_ASM20383v1|WP_011030947.1	Streptomyces coelicolor	2059	0.000000
GCF_008931305.1_ASM893130v1|WP_011030947.1	Streptomyces coelicolor	2059	0.000000
GCF_000007685.1_ASM768v1|WP_000449876.1	Leptospira interrogans	1766	0.000000
GCF_000016645.1_ASM1664v1|WP_012024398.1	Flavobacterium johnsoniae	1766	0.000000
GCF_030388325.1_ASM3038832v1|WP_289880894.1	Flavobacterium johnsoniae	1766	0.000000
GCF_001182745.1_NCTC11134|WP_060593008.1	Nocardia farcinica	1766	0.000000
GCF_000009805.1_ASM980v1|WP_011207566.1	Nocardia farcinica	1766	0.000000
GCF_000007685.1_ASM768v1|WP_000453256.1	Leptospira interrogans	330	0.000000
GCF_000009045.1_ASM904v1|NP_391409.1	Bacillus subtilis	330	0.000000
GCF_000186745.1_ASM18674v1|WP_010886623.1	Bacillus subtilis	330	0.000000
GCF_000009005.1_ASM900v1|WP_010956549.1	Staphylococcus aureus	330	0.000000
GCF_000007685.1_ASM768v1|WP_000475904.1	Leptospira interrogans	406	0.000000
GCF_000009005.1_ASM900v1|WP_000459053.1	Staphylococcus aureus	406	0.000000
GCF_000013425.1_ASM1342v1|YP_498718.1	Staphylococcus aureus	406	0.000000
GCF_016027375.1_ASM1602737v1|WP_197925711.1	Clostridium perfringens	406	0.000000
GCF_000007685.1_ASM768v1|WP_000477061.1	Leptospira interrogans	4116	0.000000
GCF_000009885.1_ASM988v1|WP_012737278.1	Klebsiella pneumoniae	4116	0.000000
GCF_000222975.1_ASM22297v1|WP_002212294.1	Yersinia pestis	768	0.000000
GCF_000193595.2_ASM19359v3|WP_003815390.1	Bordetella pertussis	768	0.000000
GCF_004008975.1_ASM400897v1|WP_003815390.1	Bordetella pertussis	768	0.000000
GCF_008369605.1_ASM836960v1|WP_000925696.1	Vibrio cholerae	768	0.000000
GCF_900475035.1_41965_F01|WP_010922701.1	Streptococcus pyogenes	768	0.000000
GCF_000007685.1_ASM768v1|WP_000502718.1	Leptospira interrogans	1312	0.000000
GCF_000014565.1_ASM1456v1|WP_009478121.1	Rhodococcus jostii	1312	0.000000
GCF_000007685.1_ASM768v1|WP_000510777.1	Leptospira interrogans	2953	0.000000
GCF_000018445.1_ASM1844v1|WP_000027499.1	Acinetobacter baumannii	2953	0.000000
GCF_009035845.1_ASM903584v1|WP_000027499.1	Acinetobacter baumannii	2953	0.000000
GCF_000007685.1_ASM768v1|WP_000514163.1	Leptospira interrogans	28	0.000000
GCF_000007825.1_ASM782v1|WP_001105014.1	Bacillus cereus	28	0.000000
GCF_000007845.1_ASM784v1|WP_001105001.1	Bacillus anthracis	28	0.000000
GCF_000008445.1_ASM844v1|WP_001105001.1	Bacillus anthracis	28	0.000000
GCF_006094295.1_ASM609429v1|WP_001105014.1	Bacillus cereus	28	0.000000
GCF_000007825.1_ASM782v1|WP_001272200.1	Bacillus cereus	435	0.000000
GCF_006094295.1_ASM609429v1|WP_001272200.1	Bacillus cereus	435	0.000000
GCF_001552035.1_ASM155203v1|WP_000191472.1	Streptococcus agalactiae	435	0.000000
GCF_001457635.1_NCTC7465|WP_000980827.1	Streptococcus pneumoniae	435	0.000000
GCF_000007685.1_ASM768v1|WP_000586157.1	Leptospira interrogans	415	0.000000
GCF_000008605.1_ASM860v1|WP_010882313.1	Treponema pallidum	415	0.000000
GCF_000410535.2_ASM41053v2|WP_010882313.1	Treponema pallidum	415	0.000000
GCF_000008605.1_ASM860v1|WP_010882311.1	Treponema pallidum	415	0.000000
GCF_000410535.2_ASM41053v2|WP_010882311.1	Treponema pallidum	415	0.000000
GCF_000008605.1_ASM860v1|WP_010882237.1	Treponema pallidum	415	0.000000
GCF_000410535.2_ASM41053v2|WP_010882237.1	Treponema pallidum	415	0.000000
GCF_000007685.1_ASM768v1|WP_000586163.1	Leptospira interrogans	415	0.000000
GCF_000007685.1_ASM768v1|WP_000600889.1	Leptospira interrogans	2954	0.000000
GCF_000021345.1_ASM2134v1|WP_012556663.1	Rhizobium leguminosarum	2954	0.000000
GCF_000517605.1_ASM51760v1|WP_025393228.1	Rhizobium leguminosarum	2954	0.000000
GCF_001457635.1_NCTC7465|WP_001099502.1	Streptococcus pneumoniae	236	0.000000
GCF_000007825.1_ASM782v1|WP_000230895.1	Bacillus cereus	236	0.000000
GCF_000007845.1_ASM784v1|WP_000230891.1	Bacillus anthracis	236	0.000000
GCF_000008445.1_ASM844v1|WP_000230891.1	Bacillus anthracis	236	0.000000
GCF_006094295.1_ASM609429v1|WP_000230895.1	Bacillus cereus	236	0.000000
GCF_000007685.1_ASM768v1|WP_000613939.1	Leptospira interrogans	2955	0.000000
GCF_030388325.1_ASM3038832v1|WP_289878573.1	Flavobacterium johnsoniae	2955	0.000000
GCF_000016645.1_ASM1664v1|WP_012022385.1	Flavobacterium johnsoniae	2955	0.000000
GCF_008369605.1_ASM836960v1|WP_054104085.1	Vibrio cholerae	203	0.000000
GCF_000007685.1_ASM768v1|WP_000615785.1	Leptospira interrogans	214	0.000000
GCF_000007825.1_ASM782v1|WP_000468974.1	Bacillus cereus	214	0.000000
GCF_006094295.1_ASM609429v1|WP_000468974.1	Bacillus cereus	214	0.000000
GCF_000007845.1_ASM784v1|WP_000469013.1	Bacillus anthracis	214	0.000000
GCF_000008445.1_ASM844v1|WP_000469013.1	Bacillus anthracis	214	0.000000
GCF_000009045.1_ASM904v1|NP_390207.1	Bacillus subtilis	214	0.000000
GCF_000186745.1_ASM18674v1|WP_015714194.1	Bacillus subtilis	214	0.000000
GCF_000017025.1_ASM1702v1|WP_011987154.1	Clostridium botulinum	214	0.000000
GCF_000063585.1_ASM6358v1|WP_011987154.1	Clostridium botulinum	214	0.000000
GCF_016027375.1_ASM1602737v1|WP_197925425.1	Clostridium perfringens	214	0.000000
GCF_000010505.1_ASM1050v1|WP_004583588.1	Porphyromonas gingivalis	3	0.000000
GCF_000008745.1_ASM874v1|WP_010883275.1	Chlamydia pneumoniae	3	0.000000
GCF_000007685.1_ASM768v1|WP_000620160.1	Leptospira interrogans	272	0.000000
GCF_000009045.1_ASM904v1|NP_391013.2	Bacillus subtilis	272	0.000000
GCF_000186745.1_ASM18674v1|WP_003243401.1	Bacillus subtilis	272	0.000000
GCF_000017025.1_ASM1702v1|WP_012048231.1	Clostridium botulinum	272	0.000000
GCF_000063585.1_ASM6358v1|WP_012048231.1	Clostridium botulinum	272	0.000000
GCF_000498655.1_ASM49865v1|WP_014500571.1	Zymomonas mobilis	2020	0.000000
GCF_000021045.1_ASM2104v1|WP_012700865.1	Azotobacter vinelandii	605	0.000000
GCF_000380335.1_ASM38033v1|WP_012700865.1	Azotobacter vinelandii	605	0.000000
GCF_000014625.1_ASM1462v1|WP_003086103.1	Pseudomonas aeruginosa	605	0.000000
GCF_000412675.1_ASM41267v1|WP_003254783.1	Pseudomonas putida	605	0.000000
GCF_000014625.1_ASM1462v1|WP_003090885.1	Pseudomonas aeruginosa	222	0.000000
GCF_000412675.1_ASM41267v1|WP_016500911.1	Pseudomonas putida	222	0.000000
GCF_000007685.1_ASM768v1|WP_000676612.1	Leptospira interrogans	2956	0.000000
GCF_000009085.1_ASM908v1|YP_002343734.1	Campylobacter jejuni	2956	0.000000
GCF_000011865.1_ASM1186v1|WP_002854245.1	Campylobacter jejuni	2956	0.000000
GCF_000007685.1_ASM768v1|WP_000690686.1	Leptospira interrogans	244	0.000000
GCF_000517605.1_ASM51760v1|WP_025398432.1	Rhizobium leguminosarum	93	0.473608
GCF_000021345.1_ASM2134v1|WP_012556676.1	Rhizobium leguminosarum	93	0.000000
GCF_000517605.1_ASM51760v1|WP_025393245.1	Rhizobium leguminosarum	93	0.000000
GCF_000412675.1_ASM41267v1|WP_016500992.1	Pseudomonas putida	48	0.000000
GCF_000014625.1_ASM1462v1|WP_003096179.1	Pseudomonas aeruginosa	48	0.000000
GCF_000021045.1_ASM2104v1|WP_012700222.1	Azotobacter vinelandii	48	0.000000
GCF_000380335.1_ASM38033v1|WP_012700222.1	Azotobacter vinelandii	48	0.000000
GCF_000009685.1_ASM968v1|WP_003460529.1	Clostridium perfringens	48	0.000000
GCF_016027375.1_ASM1602737v1|WP_003460529.1	Clostridium perfringens	48	0.000000
GCF_000007685.1_ASM768v1|WP_000727141.1	Leptospira interrogans	286	0.000000
GCF_000016645.1_ASM1664v1|WP_012023818.1	Flavobacterium johnsoniae	286	0.000000
GCF_030388325.1_ASM3038832v1|WP_289879881.1	Flavobacterium johnsoniae	286	0.000000
GCF_000011065.1_ASM1106v1|WP_008765582.1	Bacteroides thetaiotaomicron	286	0.000000
GCF_014131755.1_ASM1413175v1|WP_008765582.1	Bacteroides thetaiotaomicron	286	0.000000
GCF_000025985.1_ASM2598v1|WP_005803416.1	Bacteroides fragilis	286	0.000000
GCF_000009925.1_ASM992v1|WP_011202767.1	Bacteroides fragilis	286	0.000000
GCF_000010065.1_ASM1006v1|WP_011243247.1	Synechococcus elongatus	286	0.000000
GCF_022984195.1_ASM2298419v1|WP_011243247.1	Synechococcus elongatus	286	0.000000
GCF_000007685.1_ASM768v1|WP_000729204.1	Leptospira interrogans	9	0.000000
GCF_000009805.1_ASM980v1|WP_011211649.1	Nocardia farcinica	9	0.000000
GCF_001182745.1_NCTC11134|WP_011211649.1	Nocardia farcinica	9	0.000000
GCF_000007685.1_ASM768v1|WP_000734456.1	Leptospira interrogans	1313	0.000000
GCF_000220625.1_ASM22062v1|WP_002664169.1	Capnocytophaga canimorsus	1313	0.000000
GCF_000017445.4_ASM1744v3|WP_012150661.1	Rickettsia rickettsii	1313	0.000000
GCF_000018225.1_ASM1822v1|WP_012150661.1	Rickettsia rickettsii	1313	0.000000
GCF_000007685.1_ASM768v1|WP_000741297.1	Leptospira interrogans	539	0.000000
GCF_000193595.2_ASM19359v3|WP_003806918.1	Bordetella pertussis	539	0.000000
GCF_004008975.1_ASM400897v1|WP_003806918.1	Bordetella pertussis	539	0.000000
GCF_000007685.1_ASM768v1|WP_000744700.1	Leptospira interrogans	441	0.000000
GCF_022984195.1_ASM2298419v1|WP_011377884.1	Synechococcus elongatus	441	0.000000
GCF_000010065.1_ASM1006v1|WP_011242713.1	Synechococcus elongatus	441	0.000000
GCF_030388325.1_ASM3038832v1|WP_289877831.1	Flavobacterium johnsoniae	441	0.000000
GCF_000025985.1_ASM2598v1|WP_041926191.1	Bacteroides fragilis	441	0.000000
GCF_000015665.1_ASM1566v1|WP_011820726.1	Prochlorococcus marinus	441	0.000000
GCF_000517605.1_ASM51760v1|WP_025393045.1	Rhizobium leguminosarum	441	0.358967
GCF_000007685.1_ASM768v1|WP_000752686.1	Leptospira interrogans	34	0.000000
GCF_000009685.1_ASM968v1|WP_003458423.1	Clostridium perfringens	37	0.000000
GCF_016027375.1_ASM1602737v1|WP_003458423.1	Clostridium perfringens	37	0.000000
GCF_000007685.1_ASM768v1|WP_000778163.1	Leptospira interrogans	671	0.000000
GCF_000022625.1_ASM2262v1|WP_004685645.1	Brucella melitensis	1690	0.000000
